INSTRUMENT,SYMBOL,EXP_DATE,STR_PRICE,OPT_TYPE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_QTY,NO_OF_CONT,NO_OF_TRADE,NOTION_VAL,PR_VAL,TIMESTAMP
OPTSTK    ,MARUTI    ,27-08-2020,5000,PE      ,10.1,10.1,6.9,7.05,49800,8800,88,85,44073190,73190,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,5100,PE      ,11.85,12,9.5,9.5,4300,900,9,6,4600520,10520,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,5200,PE      ,15,20,12,12.4,4700,1400,14,14,7299135,19135,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,5300,PE      ,25,25,17,17.25,7800,4700,47,44,24996390,86390,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,5400,PE      ,34,37.25,21.35,22.05,9500,14100,141,139,76520465,380465,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,5500,CE      ,700,767.2,700,767.2,1700,500,5,5,3117220,367220,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,5500,PE      ,50,50,28.7,30,60300,104400,1044,900,577898015,3698015,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,5600,CE      ,731.05,731.05,731.05,731.05,900,200,2,2,1266210,146210,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,5600,PE      ,57.2,63.5,38,39.25,15700,42300,423,392,238806045,1926045,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,5700,PE      ,74.05,84,50,51.85,46900,89100,891,775,513225215,5355215,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,5800,PE      ,102.05,110.35,65.15,68.05,45000,102500,1025,840,602805805,8305805,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,5900,CE      ,420,487.45,396.4,487.45,1700,500,5,5,3171210,221210,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,5900,PE      ,117.3,138.6,87.25,90.05,20000,102100,1021,843,612886965,10496965,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6000,CE      ,349.95,427.6,329.4,423.4,13200,11200,112,106,71422500,4222500,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6000,PE      ,143.25,180.05,112.65,116.55,99600,225700,2257,1877,1384618665,30418665,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6100,CE      ,309.45,364.65,266.85,358.25,9000,21500,215,205,137750450,6600450,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6100,PE      ,208.05,226.6,143.95,148.2,25600,128300,1283,1175,804756190,22126190,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6200,CE      ,226.95,298,214.95,293.65,34600,101200,1012,908,653646155,26206155,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6200,PE      ,240.15,274.4,182,186.4,38900,105700,1057,941,677405435,22065435,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6300,CE      ,172.8,244.95,172.8,240.55,48000,321800,3218,2909,2096046340,68706340,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6300,PE      ,295.25,322,228,232.45,29500,70100,701,640,459151545,17521545,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6400,CE      ,144.4,197,139.8,193,49300,233000,2330,2086,1532113605,40913605,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6400,PE      ,358.1,358.1,277.1,283.15,4800,10900,109,100,73055015,3295015,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6500,CE      ,110.05,156.5,110.05,152.9,113200,502700,5027,4213,3336771230,69221230,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6500,PE      ,460.75,460.75,340,342.7,5700,3200,32,32,22001765,1201765,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6600,CE      ,106.95,122.7,87.15,119,49100,153600,1536,1349,1030685430,16925430,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6600,PE      ,405,405,405,405,1400,100,1,1,700500,40500,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6700,CE      ,71.05,95,68,92.65,33900,89300,893,654,605768500,7458500,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6700,PE      ,486.05,486.05,486,486,2300,200,2,2,1437205,97205,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6800,CE      ,55.05,73.95,52.7,71.35,36600,80900,809,678,555434400,5314400,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6800,PE      ,671,671,560,560,700,400,4,4,2960995,240995,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6900,CE      ,42.5,55.95,40.15,54.15,21200,31800,318,280,221011540,1591540,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,6900,PE      ,659.3,659.3,659.3,659.3,700,100,1,1,755930,65930,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,7000,CE      ,35.95,42.2,30.15,41.4,95300,162400,1624,1265,1142925685,6125685,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,7000,PE      ,793.1,793.1,755.6,755.6,700,400,4,3,3109740,309740,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,7100,CE      ,24,31.4,23.05,30.65,15000,36200,362,346,258037235,1017235,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,7200,CE      ,17.45,22.9,17.45,21.95,14100,37100,371,334,267874030,754030,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,7300,CE      ,11.75,16.85,11.75,15.85,17900,11400,114,111,83397975,177975,04-08-2020
OPTSTK    ,MARUTI    ,27-08-2020,7400,CE      ,10.45,12.55,9.8,12.25,36900,18200,182,161,134885990,205990,04-08-2020
OPTSTK    ,MARUTI    ,24-09-2020,5500,PE      ,85,85,85,85,100,100,1,1,558500,8500,04-08-2020
OPTSTK    ,MARUTI    ,24-09-2020,5600,PE      ,119.7,119.7,75.85,75.85,2200,300,3,3,1710855,30855,04-08-2020
OPTSTK    ,MARUTI    ,24-09-2020,6400,CE      ,326.3,326.3,308,308.4,500,500,5,5,3355960,155960,04-08-2020
OPTSTK    ,MARUTI    ,24-09-2020,6500,CE      ,271.35,271.35,271.35,271.35,300,100,1,1,677135,27135,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,500,PE      ,2,2,1.5,1.6,76250,12500,10,10,6273062.5,23062.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,520,PE      ,3,4.15,3,4.15,6250,6250,5,5,3273062.5,23062.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,530,PE      ,5.05,6,4.9,4.9,33750,45000,36,30,24087750,237750,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,540,PE      ,6.55,8.4,6.4,6.9,178750,65000,52,51,35597000,497000,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,550,PE      ,9.4,11.4,9,9.6,182500,90000,72,68,50416375,916375,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,560,CE      ,30.85,31,30.85,30.95,1250,2500,2,2,1477312.5,77312.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,560,PE      ,14.3,15.3,12.1,13.15,157500,76250,61,60,43769250,1069250,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,570,CE      ,27.4,28.2,25,25.45,26250,30000,24,24,17885687.5,785687.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,570,PE      ,17,20.25,16.25,17.6,140000,288750,231,225,169949312.5,5361812.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,580,CE      ,22.8,23.75,19.85,20.5,257500,245000,196,195,147353500,5253500,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,580,PE      ,21.15,25.25,20.55,22.95,203750,112500,90,88,67803250,2553250,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,590,CE      ,18.65,19.5,15.7,16.4,126250,143750,115,111,87359875,2547375,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,590,PE      ,26.8,31.35,26.8,28.55,32500,17500,14,14,10837562.5,512562.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,600,CE      ,14.95,15.5,12.65,13.1,635000,245000,196,194,150392562.5,3392562.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,600,PE      ,33,35.75,33,35.5,117500,5000,4,4,3174187.5,174187.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,610,CE      ,11.5,12.15,10,10.25,78750,25000,20,20,15521187.5,271187.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,620,CE      ,9.4,9.9,7.8,7.9,268750,145000,116,114,91153937.5,1253937.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,630,CE      ,7.5,7.5,6,6.2,173750,47500,38,36,30237187.5,312187.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,630,PE      ,59,59,59,59,3750,1250,1,1,861250,73750,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,640,CE      ,5.6,6,4.7,4.7,125000,33750,27,26,21780562.5,180562.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,650,CE      ,5.5,5.5,3.55,3.65,252500,73750,59,58,48245937.5,308437.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,660,CE      ,3.3,3.3,2.75,2.75,38750,36250,29,22,24029687.5,104687.5,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,680,CE      ,2.05,2.1,2.05,2.1,5000,5000,4,3,3410375,10375,04-08-2020
OPTSTK    ,MCDOWELL-N,27-08-2020,700,CE      ,1.7,1.95,1.2,1.35,302500,42500,34,27,29813312.5,63312.5,04-08-2020
OPTSTK    ,MCDOWELL-N,24-09-2020,560,PE      ,23,23,22.75,22.75,3750,3750,3,2,2185937.5,85937.5,04-08-2020
OPTSTK    ,MCDOWELL-N,24-09-2020,600,CE      ,23,23,22.75,22.75,3750,3750,3,2,2335937.5,85937.5,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,470,PE      ,5,5,5,5,1300,1300,1,1,617500,6500,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,480,PE      ,6.45,6.45,6.45,6.45,1300,1300,1,1,632385,8385,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,490,PE      ,8.35,11,7.9,7.9,9100,10400,8,6,5195450,99450,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,500,CE      ,52.45,52.45,45.85,45.85,28600,3900,3,3,2137395,187395,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,500,PE      ,10.45,12.8,9.85,10.75,36400,11700,9,6,5973825,123825,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,510,CE      ,42.95,42.95,42.95,42.95,1300,2600,2,2,1437670,111670,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,510,PE      ,14.65,15.3,12.85,14.8,9100,7800,6,6,4089150,111150,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,520,CE      ,40,40,36,37,10400,23400,18,14,13053560,885560,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,520,PE      ,17.5,20.05,15.25,18.45,23400,57200,44,42,30794855,1050855,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,530,CE      ,30.4,33.75,29.6,31.05,9100,19500,15,13,10942360,607360,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,530,PE      ,20.7,24.35,19.75,22.45,18200,23400,18,18,12924145,522145,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,540,CE      ,29.65,32.15,24,28.55,11700,36400,28,26,20676110,1020110,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,540,PE      ,24.8,30.4,23.1,26.25,49400,87100,67,57,49461945,2427945,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,550,CE      ,26.55,26.55,18.6,21.6,23400,72800,56,45,41645500,1605500,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,550,PE      ,29.7,35.75,28.2,32.55,31200,31200,24,23,18154175,994175,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,560,CE      ,18.3,21.5,15,18.6,57200,85800,66,63,49638810,1590810,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,560,PE      ,39.3,39.3,38.75,38.75,11700,5200,4,3,3114930,202930,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,570,CE      ,15.05,17.45,12.5,14.35,32500,49400,38,36,28882945,724945,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,570,PE      ,43.1,45.65,43.1,45.65,5200,3900,3,3,2397720,174720,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,580,CE      ,12.25,14.3,10.45,12.4,22100,14300,11,11,8472685,178685,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,580,PE      ,52.7,52.7,52.7,52.7,5200,2600,2,1,1645020,137020,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,590,CE      ,10.85,10.85,8.45,9.95,33800,6500,5,5,3897335,62335,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,590,PE      ,60.55,60.55,60.55,60.55,5200,2600,2,2,1691430,157430,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,600,CE      ,7.95,9.85,6.65,7.75,68900,40300,31,31,24489595,309595,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,600,PE      ,69.2,69.2,69.05,69.05,9100,10400,8,7,6958315,718315,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,610,CE      ,6.25,7.5,5.3,6.45,5200,15600,12,8,9613305,97305,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,620,CE      ,4.6,5.9,4.35,5,40300,11700,9,9,7308795,54795,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,630,CE      ,4.6,4.6,4.6,4.6,14300,13000,10,5,8249800,59800,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,640,CE      ,2.95,3.35,2.95,3.35,1300,2600,2,2,1672190,8190,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,650,CE      ,2.85,2.85,2.85,2.85,10400,5200,4,4,3394820,14820,04-08-2020
OPTSTK    ,MFSL      ,27-08-2020,680,CE      ,1.4,1.6,1.15,1.5,33800,16900,13,12,11515985,23985,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,760,PE      ,0.2,0.2,0.2,0.2,600,600,1,1,456120,120,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,900,PE      ,16.5,18.5,13.8,14.15,33600,23400,39,28,21416340,356340,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,920,PE      ,24.65,25.1,19,19.35,15000,16200,27,25,15246870,342870,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,940,PE      ,32,33,25.8,27,25800,16200,27,25,15668460,440460,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,960,CE      ,48.8,53,47.35,47.35,1800,1800,3,3,1817490,89490,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,960,PE      ,41,41.8,33.9,35.9,22800,20400,34,32,20327850,743850,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,980,CE      ,36.7,43,36.5,37,18600,42000,70,62,42785160,1625160,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,980,PE      ,53.25,53.25,47.8,47.8,9000,2400,4,4,2473620,121620,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,1000,CE      ,30,35,27.3,29.45,60600,114000,190,168,117491580,3491580,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,1000,PE      ,62.65,64.3,57.15,58.55,15600,4800,8,8,5089350,289350,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,1020,CE      ,24,27.5,22,22,17400,18000,30,27,18803910,443910,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,1040,CE      ,19.15,21.45,17,17.45,30000,20400,34,32,21603660,387660,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,1060,CE      ,13,16.5,12.5,12.85,31800,6000,10,10,6442110,82110,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,1100,CE      ,9.95,9.95,7,7,54000,11400,19,18,12636270,96270,04-08-2020
OPTSTK    ,MGL       ,27-08-2020,1140,CE      ,10.8,10.8,3.5,3.5,1800,1200,2,2,1376580,8580,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,900,PE      ,2.05,2.5,2.05,2.5,19200,4000,5,5,3609320,9320,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1000,CE      ,126.7,126.7,126.7,126.7,3200,800,1,1,901360,101360,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1000,PE      ,11.2,14.05,11.2,11.2,40000,14400,18,18,14581680,181680,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1040,PE      ,21.05,21.05,21.05,21.05,4800,800,1,1,848840,16840,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1060,CE      ,80.8,80.8,77,77,3200,3200,4,3,3645200,253200,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1060,PE      ,26.9,30.25,22.05,24.5,22400,22400,28,27,24341080,597080,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1100,CE      ,65.4,68.25,53,60.35,23200,48000,60,57,55578840,2778840,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1100,PE      ,35,47.5,34.1,39.45,19200,21600,27,27,24654120,894120,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1120,CE      ,56,56,43.95,50.7,20800,43200,54,54,50453560,2069560,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1120,PE      ,50,53,48.2,48.2,7200,8000,10,10,9370440,410440,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1140,CE      ,47,50,35,40.85,34400,102400,128,128,120958800,4222800,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1160,CE      ,41,42.7,27.85,33.5,19200,25600,32,31,30551920,855920,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1160,PE      ,75.85,75.85,75.85,75.85,800,800,1,1,988680,60680,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1180,CE      ,29.9,34.6,22,27.3,16000,19200,24,23,23200600,544600,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1200,CE      ,35.8,35.8,12.3,21.9,51200,180800,226,196,220695680,3735680,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1220,CE      ,18.85,18.85,14.6,17,9600,16800,21,18,20766800,270800,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1240,CE      ,14.2,14.45,12,12.95,22400,10400,13,13,13031640,135640,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1260,CE      ,9.5,9.5,9.5,9.5,800,800,1,1,1015600,7600,04-08-2020
OPTSTK    ,MINDTREE  ,27-08-2020,1280,CE      ,9.95,9.95,7,7.7,36800,22400,28,27,28843240,171240,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,77.5,PE      ,0.35,0.35,0.35,0.35,0,7000,1,1,544950,2450,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,80,PE      ,0.65,0.65,0.4,0.45,364000,245000,35,31,19726700,126700,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,85,PE      ,1.3,1.3,1,1,511000,133000,19,18,11452350,147350,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,87.5,PE      ,1.5,1.7,1.2,1.4,70000,63000,9,9,5603150,90650,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,90,CE      ,11.45,11.95,10.35,11.95,119000,28000,4,4,2829050,309050,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,90,PE      ,2.5,2.5,1.8,1.95,1232000,462000,66,65,42558250,978250,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,92.5,CE      ,9.2,10.25,9.2,10.25,28000,14000,2,2,1431150,136150,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,92.5,PE      ,2.95,2.95,2.5,2.65,126000,105000,15,13,9995300,282800,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,95,CE      ,7.25,8.5,7.2,8,238000,273000,39,36,28039200,2104200,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,95,PE      ,4.45,4.5,3.3,3.5,238000,357000,51,50,35292950,1377950,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,97.5,CE      ,5.95,7.1,5.95,7.1,189000,245000,35,33,25486650,1599150,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,97.5,PE      ,5.3,5.35,4.95,4.95,35000,21000,3,3,2156700,109200,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,100,CE      ,5,5.95,4.75,5.4,1267000,2149000,307,305,226379300,11479300,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,100,PE      ,6.4,6.65,5.65,5.95,161000,112000,16,16,11889150,689150,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,102.5,CE      ,3.95,4.9,3.85,4.45,210000,224000,32,31,23933350,973350,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,102.5,PE      ,8.5,8.5,7.2,7.3,35000,56000,8,7,6167350,427350,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,105,CE      ,3.35,3.95,3.1,3.55,623000,1232000,176,170,133724500,4364500,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,105,PE      ,8.8,8.8,8.8,8.8,14000,14000,2,2,1593200,123200,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,107.5,CE      ,2.9,2.95,2.5,2.85,105000,175000,25,23,19291300,478800,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,110,CE      ,2.05,2.55,1.85,2.3,1659000,2016000,288,276,226208850,4448850,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,110,PE      ,13.95,13.95,13.95,13.95,14000,7000,1,1,867650,97650,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,112.5,CE      ,1.45,1.9,1.45,1.85,35000,21000,3,3,2398550,36050,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,115,CE      ,1.15,1.5,1.15,1.35,364000,273000,39,36,31755500,360500,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,120,CE      ,0.8,1,0.75,0.9,693000,714000,102,92,86298100,618100,04-08-2020
OPTSTK    ,MOTHERSUMI,27-08-2020,122.5,CE      ,0.7,0.7,0.7,0.7,7000,7000,1,1,862400,4900,04-08-2020
OPTSTK    ,MOTHERSUMI,24-09-2020,80,PE      ,2.1,2.1,2.1,2.1,385000,7000,1,1,574700,14700,04-08-2020
OPTSTK    ,MRF       ,27-08-2020,60000,PE      ,1200,1250,1200,1250,30,20,2,2,1224500,24500,04-08-2020
OPTSTK    ,MRF       ,27-08-2020,61000,CE      ,2260,2260,2260,2260,30,10,1,1,632600,22600,04-08-2020
OPTSTK    ,MRF       ,27-08-2020,61000,PE      ,1600,1600,1600,1600,20,10,1,1,626000,16000,04-08-2020
OPTSTK    ,MRF       ,27-08-2020,61500,CE      ,2205.8,2205.8,1755,1755,40,30,3,3,1906608,61608,04-08-2020
OPTSTK    ,MRF       ,27-08-2020,62000,CE      ,1985,1985,1767.05,1767.05,160,60,6,5,3834690.5,114690.5,04-08-2020
OPTSTK    ,MRF       ,27-08-2020,64000,CE      ,1000,1300,1000,1099.95,130,80,8,7,5206384,86384,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1000,PE      ,6.5,6.5,3.55,4.05,94500,18000,24,23,18076012.5,76012.5,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1100,PE      ,13.5,15.95,13,14.6,144750,93750,125,119,104453962.5,1328962.5,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1140,PE      ,21.5,21.5,21.5,21.5,2250,750,1,1,871125,16125,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1160,PE      ,24.5,27.5,23.2,26.95,16500,21750,29,21,25800937.5,570937.5,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1180,PE      ,35.4,35.4,30.1,30.15,28500,3750,5,5,4542225,117225,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1200,CE      ,143.2,143.2,132.6,135.8,25500,7500,10,8,10032787.5,1032787.5,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1200,PE      ,38,42.35,34,37.75,180750,98250,131,122,121551712.5,3651712.5,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1220,CE      ,123.2,123.2,123.2,123.2,2250,750,1,1,1007400,92400,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1220,PE      ,42,46.8,41,45.05,33000,27750,37,37,35067337.5,1212337.5,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1240,CE      ,110.6,110.6,110.6,110.6,5250,750,1,1,1012950,82950,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1240,PE      ,48.25,55.75,48.25,51.55,24000,26250,35,33,33909675,1359675,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1260,CE      ,95.85,101.8,94.5,97.55,19500,15750,21,17,21387900,1542900,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1260,PE      ,58.45,68.35,55.7,61.5,42000,63000,84,83,83209950,3829950,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1280,CE      ,92.15,96.9,80.35,83.15,24750,98250,131,123,134543512.5,8783512.5,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1280,PE      ,65.55,78.35,65.55,71,27750,30750,41,40,41522100,2162100,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1300,CE      ,82.15,87.9,70.8,75.45,171750,497250,663,593,686225437.5,39800437.5,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1300,PE      ,75.15,88.2,74.8,80.75,69750,69750,93,90,96230775,5555775,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1320,CE      ,74.25,78.45,63,67.25,55500,159750,213,197,222304312.5,11434312.5,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1320,PE      ,89.9,101,86.7,92.5,14250,24750,33,32,34939200,2269200,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1340,CE      ,65.9,69.2,58,60.1,56250,108750,145,141,152660962.5,6935962.5,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1340,PE      ,101.55,103.1,101,101.55,18750,3750,5,5,5406562.5,381562.5,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1360,CE      ,59.5,61.1,49.05,51.35,63750,135750,181,178,192227625,7607625,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1360,PE      ,112.85,121.4,112.85,115.4,15000,8250,11,10,12189300,969300,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1380,CE      ,51,53.7,44,45.85,48000,53250,71,70,76127175,2642175,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1400,CE      ,44.9,48,37.85,39.65,322500,357750,477,439,516349800,15499800,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1420,CE      ,39.95,42,34.8,36.45,27000,27750,37,35,40471687.5,1066687.5,04-08-2020
OPTSTK    ,MUTHOOTFIN,27-08-2020,1420,PE      ,156.95,156.95,156.95,156.95,3000,750,1,1,1182712.5,117712.5,04-08-2020
