Date,Close_Price
7/31/2025,1948
8/1/2025,1916.3
8/4/2025,1933.6
8/5/2025,1939.4
8/6/2025,1924
8/7/2025,1914
8/8/2025,1919.2
8/11/2025,1922.8
8/12/2025,1908
8/13/2025,1914.4
8/14/2025,1925.1
8/18/2025,1993.5
8/19/2025,1972.2
8/20/2025,1958.5
8/21/2025,1980
8/22/2025,1965.9
8/25/2025,1963.8
8/26/2025,1924.2
8/28/2025,1917.6
8/29/2025,1913.5
8/28/2025,1917.6
8/29/2025,1913.5
9/10/2025,2038.2
11/17/2025,2079.6
11/17/2025,2079.6
11/18/2025,2050.2
11/19/2025,2050.2
11/20/2025,2095.6
11/24/2025,2030.8
11/24/2025,2030.8
11/25/2025,2030.2
11/26/2025,2085.1
11/27/2025,2103.2
11/28/2025,2094
12/1/2025,2081.8
12/2/2025,2065.9
12/3/2025,2046
12/4/2025,2049.2
12/5/2025,2096.5
12/8/2025,2059.2
12/9/2025,2069.5
12/10/2025,2065.8
12/11/2025,2065.8
12/12/2025,2083.1
12/15/2025,2070.5
12/16/2025,2035.2
12/17/2025,2021.2
12/18/2025,2026.3
12/19/2025,2043.8
12/22/2025,2049.8
12/23/2025,2047.6
12/24/2025,2035.7
12/26/2025,2017.6
12/29/2025,2012.1
12/30/2025,2026.4
12/31/2025,2039.9
1/1/2026,2037
1/1/2026,2037
1/1/2026,2037
1/1/2026,2037
1/1/2026,2037
1/1/2026,2037
1/1/2026,2037
1/5/2026,2039.2
1/6/2026,2044.6
1/7/2026,2031.9
1/8/2026,2008.9
1/9/2026,1992.4
1/12/2026,1998.9
1/13/2026,2011.2
1/14/2026,2000.9
1/16/2026,2002.5
1/19/2026,2017.8
1/20/2026,1958.7
1/21/2026,1959.9
1/22/2026,1993.1
1/23/2026,1949
1/27/2026,1917.7
1/28/2026,1940.3
1/29/2026,1948.1
1/30/2026,1952.6
2/1/2026,1908.8
2/2/2026,1930.1
2/3/2026,2012.7
2/4/2026,2019.6
2/5/2026,2000.1
2/6/2026,2024.2
2/9/2026,2024.6
2/10/2026,2027.9
2/11/2026,2027
2/12/2026,2037.1
2/13/2026,2023.2
2/16/2026,2050.9
2/17/2026,2044.4
2/18/2026,2060.6
2/19/2026,2033.2
2/23/2026,2051.6
2/24/2026,2043.3
2/25/2026,2049.3
2/26/2026,2041.3
2/27/2026,1993.4
3/2/2026,1941.9
3/4/2026,1889.3
3/5/2026,1911.8
3/9/2026,1841.5
3/10/2026,1867.8
3/11/2026,1795.3
3/12/2026,1770.8
3/13/2026,1738
3/16/2026,1773.9
3/17/2026,1774.7
3/18/2026,1791.8
3/19/2026,1714.9
3/20/2026,1710.3
3/23/2026,1675.5
3/24/2026,1704.4
3/25/2026,1746.2
3/27/2026,1694.7
3/30/2026,1631.8
4/1/2026,1647
4/2/2026,1640.7
4/6/2026,1672.3
4/7/2026,1684.4
4/8/2026,1784.6
4/9/2026,1767.7
4/10/2026,1809.2
4/13/2026,1788.3
4/15/2026,1825.8
4/16/2026,1829.9
4/17/2026,1838.9
4/20/2026,1830.6
4/21/2026,1851.4
4/22/2026,1842.9
4/23/2026,1792.6
4/24/2026,1770.7
4/27/2026,1772.2
4/28/2026,1779
4/29/2026,1764.2
4/30/2026,1747.2
5/4/2026,1770.4
5/5/2026,1794.6
5/6/2026,1836.1
5/7/2026,1824.5
5/8/2026,1818.3
