Date,Close_Price
7/31/2025,1169.1
8/1/2025,1146.1
8/4/2025,1177.4
8/5/2025,1160.5
8/6/2025,1139.4
8/7/2025,1161.6
8/8/2025,1135.2
8/11/2025,1165.9
8/12/2025,1152.4
8/13/2025,1181.5
8/14/2025,1180.5
8/18/2025,1184.5
8/19/2025,1188.5
8/20/2025,1158.9
8/21/2025,1154.1
8/22/2025,1123
8/25/2025,1139.4
8/26/2025,1122.3
8/28/2025,1124.6
8/29/2025,1106.7
8/28/2025,1124.6
8/29/2025,1106.7
9/10/2025,1199.9
11/17/2025,1383.7
11/17/2025,1383.7
11/18/2025,1396.6
11/19/2025,1446.2
11/20/2025,1435.4
11/24/2025,1412.2
11/24/2025,1412.2
11/25/2025,1409.7
11/26/2025,1431.3
11/27/2025,1433.4
11/28/2025,1433.8
12/1/2025,1433
12/2/2025,1421.4
12/3/2025,1406.7
12/4/2025,1394.3
12/5/2025,1406
12/8/2025,1373.6
12/9/2025,1383.3
12/10/2025,1383.8
12/11/2025,1407.4
12/12/2025,1426.6
12/15/2025,1414.1
12/16/2025,1417.4
12/17/2025,1413.3
12/18/2025,1407.5
12/19/2025,1439.9
12/22/2025,1456.2
12/23/2025,1460.2
12/24/2025,1450.5
12/26/2025,1443.8
12/29/2025,1445.7
12/30/2025,1454.6
12/31/2025,1470.4
1/1/2026,1464.4
1/1/2026,1464.4
1/1/2026,1464.4
1/1/2026,1464.4
1/1/2026,1464.4
1/1/2026,1464.4
1/1/2026,1464.4
1/5/2026,1482.3
1/6/2026,1474.7
1/7/2026,1483.4
1/8/2026,1454.1
1/9/2026,1444.5
1/12/2026,1456.6
1/13/2026,1460.3
1/14/2026,1447.2
1/16/2026,1457.4
1/19/2026,1415.1
1/20/2026,1394.1
1/21/2026,1380
1/22/2026,1431.5
1/23/2026,1408.8
1/27/2026,1418.5
1/28/2026,1459.1
1/29/2026,1437.9
1/30/2026,1441.4
2/1/2026,1377.6
2/2/2026,1443.7
2/3/2026,1539
2/4/2026,1591
2/5/2026,1573.2
2/6/2026,1557.5
2/9/2026,1590.4
2/10/2026,1614
2/11/2026,1676.4
2/12/2026,1726.7
2/13/2026,1738.8
2/16/2026,1727.4
2/17/2026,1751.2
2/18/2026,1771.4
2/19/2026,1758.2
2/23/2026,1832
2/24/2026,1858.3
2/25/2026,1902
2/26/2026,1912
2/27/2026,1911.2
3/2/2026,1879.3
3/4/2026,1841.8
3/5/2026,1898.4
3/9/2026,1862.3
3/10/2026,1842.2
3/11/2026,1797.1
3/12/2026,1779.6
3/13/2026,1675.1
3/16/2026,1697
3/17/2026,1746
3/18/2026,1804.4
3/19/2026,1712.4
3/20/2026,1711.5
3/23/2026,1648.6
3/24/2026,1708.8
3/25/2026,1736.5
3/27/2026,1725.1
3/30/2026,1674.6
4/1/2026,1668.4
4/2/2026,1642.6
4/6/2026,1670.6
4/7/2026,1671.3
4/8/2026,1781.4
4/9/2026,1739.4
4/10/2026,1798.8
4/13/2026,1801.3
4/15/2026,1831.6
4/16/2026,1855.8
4/17/2026,1860.5
4/20/2026,1866.2
4/21/2026,1895.8
4/22/2026,1903.2
4/23/2026,1874.1
4/24/2026,1856
4/27/2026,1901.1
4/28/2026,1894.8
4/29/2026,1907.8
4/30/2026,1881.6
5/4/2026,1845.8
5/5/2026,1866.6
5/6/2026,1873.8
5/7/2026,1992.9
5/8/2026,1989.7
