Date,Close_Price
7/31/2025,2396.1
8/1/2025,2431
8/4/2025,2449.8
8/5/2025,2436.8
8/6/2025,2491.2
8/7/2025,2506.5
8/8/2025,2475.6
8/11/2025,2489.1
8/12/2025,2478.3
8/13/2025,2500.2
8/14/2025,2528.7
8/18/2025,2587.4
8/19/2025,2579.4
8/20/2025,2570.1
8/21/2025,2566.6
8/22/2025,2504.5
8/25/2025,2492.9
8/26/2025,2481.4
8/28/2025,2489
8/29/2025,2518.6
8/28/2025,2489
8/29/2025,2518.6
9/10/2025,2543.3
11/17/2025,2887.9
11/17/2025,2887.9
11/18/2025,2906
11/19/2025,2893.7
11/20/2025,2859.8
11/24/2025,2879.2
11/24/2025,2879.2
11/25/2025,2875.8
11/26/2025,2874
11/27/2025,2879.1
11/28/2025,2874.4
12/1/2025,2867.6
12/2/2025,2954.4
12/3/2025,2953.5
12/4/2025,2957.2
12/5/2025,2968.5
12/8/2025,2928.3
12/9/2025,2796
12/10/2025,2804.5
12/11/2025,2779.4
12/12/2025,2764.8
12/15/2025,2780.2
12/16/2025,2790.9
12/17/2025,2785.7
12/18/2025,2759.7
12/19/2025,2799.9
12/22/2025,2807.6
12/23/2025,2807.8
12/24/2025,2785.5
12/26/2025,2746.5
12/29/2025,2775.4
12/30/2025,2758.3
12/31/2025,2769.5
1/1/2026,2752
1/1/2026,2752
1/1/2026,2752
1/1/2026,2752
1/1/2026,2752
1/1/2026,2752
1/1/2026,2752
1/5/2026,2815.6
1/6/2026,2845.8
1/7/2026,2809.4
1/8/2026,2786.5
1/9/2026,2825.5
1/12/2026,2896.4
1/13/2026,2886.3
1/14/2026,2813.9
1/16/2026,2756.9
1/19/2026,2754
1/20/2026,2675.6
1/21/2026,2661.1
1/22/2026,2703.8
1/23/2026,2703.7
1/27/2026,2622.8
1/28/2026,2511.8
1/29/2026,2416
1/30/2026,2428.3
2/1/2026,2357
2/2/2026,2402
2/3/2026,2426
2/4/2026,2452.7
2/5/2026,2432.1
2/6/2026,2401.1
2/9/2026,2417.4
2/10/2026,2393.6
2/11/2026,2392.5
2/12/2026,2410.5
2/13/2026,2366.4
2/16/2026,2397.2
2/17/2026,2437.4
2/18/2026,2432.1
2/19/2026,2400.8
2/23/2026,2429.7
2/24/2026,2413.1
2/25/2026,2416.4
2/26/2026,2394.9
2/27/2026,2376.2
3/2/2026,2307.1
3/4/2026,2285.2
3/5/2026,2287.8
3/9/2026,2220.8
3/10/2026,2280.4
3/11/2026,2232
3/12/2026,2221.2
3/13/2026,2196.8
3/16/2026,2217.7
3/17/2026,2238.2
3/18/2026,2262.1
3/19/2026,2186
3/20/2026,2195.4
3/23/2026,2121.3
3/24/2026,2217.3
3/25/2026,2270.2
3/27/2026,2207.4
3/30/2026,2165.2
4/1/2026,2225.8
4/2/2026,2169
4/6/2026,2184.3
4/7/2026,2186.2
4/8/2026,2282.4
4/9/2026,2269.6
4/10/2026,2360.7
4/13/2026,2352.4
4/15/2026,2423.1
4/16/2026,2440.3
4/17/2026,2464
4/20/2026,2516.8
4/21/2026,2543.6
4/22/2026,2562.9
4/23/2026,2521.4
4/24/2026,2485.1
4/27/2026,2485.2
4/28/2026,2462.6
4/29/2026,2447.3
4/30/2026,2444.5
5/4/2026,2448.1
5/5/2026,2430
5/6/2026,2519
5/7/2026,2530.6
5/8/2026,2599.9
