Date,Close_Price
7/31/2025,881.2
8/1/2025,875.6
8/4/2025,885.3
8/5/2025,891.9
8/6/2025,876.65
8/7/2025,879.1
8/8/2025,877.15
8/11/2025,877.8
8/12/2025,853
8/13/2025,860
8/14/2025,861.45
8/18/2025,905.2
8/19/2025,902.3
8/20/2025,887.8
8/21/2025,895.6
8/22/2025,894.5
8/25/2025,900.8
8/26/2025,876.25
8/28/2025,876.85
8/29/2025,877.85
8/28/2025,876.85
8/29/2025,877.85
9/10/2025,967.95
11/17/2025,1026.8
11/17/2025,1026.8
11/18/2025,1013.6
11/19/2025,1005.6
11/20/2025,1028.6
11/24/2025,994
11/24/2025,994
11/25/2025,986.2
11/26/2025,1010.7
11/27/2025,1033.8
11/28/2025,1037.5
12/1/2025,1021.1
12/2/2025,1025.5
12/3/2025,1021.4
12/4/2025,1029.1
12/5/2025,1048
12/8/2025,1026.4
12/9/2025,1016.7
12/10/2025,1010.3
12/11/2025,1006.4
12/12/2025,1017.3
12/15/2025,1012.7
12/16/2025,998.4
12/17/2025,999.6
12/18/2025,1000.3
12/19/2025,1008.3
12/22/2025,1007.8
12/23/2025,1011.4
12/24/2025,1011.7
12/26/2025,1000
12/29/2025,998
12/30/2025,989.3
12/31/2025,986.8
1/1/2026,973.1
1/1/2026,973.1
1/1/2026,973.1
1/1/2026,973.1
1/1/2026,973.1
1/1/2026,973.1
1/1/2026,973.1
1/5/2026,978.75
1/6/2026,977.35
1/7/2026,968.8
1/8/2026,971.95
1/9/2026,959.6
1/12/2026,951.9
1/13/2026,949
1/14/2026,945.95
1/16/2026,950.25
1/19/2026,969.45
1/20/2026,933.2
1/21/2026,936.25
1/22/2026,942.85
1/23/2026,927.85
1/27/2026,914.7
1/28/2026,935.15
1/29/2026,935.15
1/30/2026,929.85
2/1/2026,902.35
2/2/2026,903.7
2/3/2026,964.4
2/4/2026,963.3
2/5/2026,964.75
2/6/2026,981.7
2/9/2026,983.15
2/10/2026,965.6
2/11/2026,968.95
2/12/2026,999.1
2/13/2026,1024.75
2/16/2026,1012.75
2/17/2026,1014.15
2/18/2026,1023.8
2/19/2026,1017.05
2/23/2026,1031
2/24/2026,1023.55
2/25/2026,1021.05
2/26/2026,1012.95
2/27/2026,995.9
3/2/2026,978.25
3/4/2026,945.1
3/5/2026,962.4
3/9/2026,938.05
3/10/2026,939.8
3/11/2026,893.65
3/12/2026,863.1
3/13/2026,855.05
3/16/2026,878.15
3/17/2026,868.6
3/18/2026,880.1
3/19/2026,832.2
3/20/2026,830.55
3/23/2026,812.6
3/24/2026,849
3/25/2026,882.75
3/27/2026,843.8
3/30/2026,801.55
4/1/2026,817.3
4/2/2026,826.85
4/6/2026,850.85
4/7/2026,855.1
4/8/2026,915.05
4/9/2026,903.25
4/10/2026,924.55
4/13/2026,898.95
4/15/2026,913.15
4/16/2026,905.9
4/17/2026,908.25
4/20/2026,917.75
4/21/2026,938.85
4/22/2026,934.75
4/23/2026,918.35
4/24/2026,921.55
4/27/2026,921.8
4/28/2026,923.65
4/29/2026,930
4/30/2026,937
5/4/2026,950.2
5/5/2026,958.6
5/6/2026,980.75
5/7/2026,972.75
5/8/2026,955.35
