Date,Close_Price
7/31/2025,1373.1
8/1/2025,1347.1
8/4/2025,1388.9
8/5/2025,1358.1
8/6/2025,1367.1
8/7/2025,1345.4
8/8/2025,1325
8/11/2025,1339.4
8/12/2025,1330.5
8/13/2025,1319.6
8/14/2025,1300.3
8/18/2025,1327.2
8/19/2025,1369.4
8/20/2025,1370.6
8/21/2025,1361.8
8/22/2025,1341.2
8/25/2025,1340.4
8/26/2025,1315.4
8/28/2025,1315.4
8/29/2025,1312.8
8/28/2025,1315.4
8/29/2025,1312.8
9/10/2025,1389.1
11/17/2025,1507.6
11/17/2025,1507.6
11/18/2025,1495
11/19/2025,1484.2
11/20/2025,1491.1
11/24/2025,1485.9
11/24/2025,1485.9
11/25/2025,1483.9
11/26/2025,1506.2
11/27/2025,1509.1
11/28/2025,1516.9
12/1/2025,1530.5
12/2/2025,1518.1
12/3/2025,1497.7
12/4/2025,1505.6
12/5/2025,1509.4
12/8/2025,1480.5
12/9/2025,1497.2
12/10/2025,1498.1
12/11/2025,1504
12/12/2025,1522.8
12/15/2025,1512.6
12/16/2025,1499
12/17/2025,1486.3
12/18/2025,1495.7
12/19/2025,1496.4
12/22/2025,1508.7
12/23/2025,1493.6
12/24/2025,1494.3
12/26/2025,1487.1
12/29/2025,1454.4
12/30/2025,1461.2
12/31/2025,1469.8
1/1/2026,1481.1
1/1/2026,1481.1
1/1/2026,1481.1
1/1/2026,1481.1
1/1/2026,1481.1
1/1/2026,1481.1
1/1/2026,1481.1
1/5/2026,1493
1/6/2026,1473.2
1/7/2026,1465.3
1/8/2026,1465.2
1/9/2026,1435.9
1/12/2026,1443.5
1/13/2026,1428.6
1/14/2026,1430
1/16/2026,1421.9
1/19/2026,1403
1/20/2026,1367.6
1/21/2026,1378.6
1/22/2026,1414.2
1/23/2026,1308.4
1/27/2026,1363.9
1/28/2026,1381.9
1/29/2026,1417.8
1/30/2026,1419.8
2/1/2026,1344.9
2/2/2026,1403.1
2/3/2026,1530.8
2/4/2026,1567.9
2/5/2026,1570.2
2/6/2026,1550.7
2/9/2026,1561.7
2/10/2026,1554.7
2/11/2026,1553.4
2/12/2026,1543.7
2/13/2026,1519
2/16/2026,1540.1
2/17/2026,1566.3
2/18/2026,1550.8
2/19/2026,1513.3
2/23/2026,1555.8
2/24/2026,1555.4
2/25/2026,1528.7
2/26/2026,1550.6
2/27/2026,1521
3/2/2026,1470.3
3/4/2026,1434.4
3/5/2026,1499.3
3/9/2026,1421.3
3/10/2026,1424.1
3/11/2026,1410.8
3/12/2026,1391.5
3/13/2026,1363.2
3/16/2026,1373.9
3/17/2026,1365.5
3/18/2026,1401.9
3/19/2026,1356
3/20/2026,1365.4
3/23/2026,1303.6
3/24/2026,1344.2
3/25/2026,1375.9
3/27/2026,1337.8
3/30/2026,1312.6
4/1/2026,1385.4
4/2/2026,1377.6
4/6/2026,1387.1
4/7/2026,1381
4/8/2026,1453.3
4/9/2026,1447.4
4/10/2026,1475.3
4/13/2026,1465.3
4/15/2026,1511.8
4/16/2026,1549.8
4/17/2026,1573.4
4/20/2026,1578.4
4/21/2026,1594.1
4/22/2026,1588.6
4/23/2026,1602.9
4/24/2026,1585.1
4/27/2026,1628.5
4/28/2026,1637.6
4/29/2026,1661.1
4/30/2026,1657.3
5/4/2026,1742.6
5/5/2026,1725
5/6/2026,1748.3
5/7/2026,1732.8
5/8/2026,1760.4
