Date,Close_Price,Flg,p,EP,EP-Pt-1,XAF,Rev
2025-07-31,881.2,1,881.2,881.2,0.1,0.1,1
2025-08-01,875.6,1,881.2,881.2,0.0,0.0,-1
2025-08-04,885.3,-1,880.08,875.6,-5.600000000000023,-1.1200000000000045,1
2025-08-05,891.9,1,882.4440000000001,891.9,11.819999999999936,2.3639999999999874,1
2025-08-06,876.65,1,884.3352000000001,891.9,9.455999999999904,1.891199999999981,-1
2025-08-07,879.1,-1,882.79816,876.65,-7.685200000000123,-1.5370400000000246,-1
2025-08-08,877.15,-1,881.668528,877.15,-5.648160000000075,-1.129632000000015,-1
2025-08-11,877.8,-1,880.7648224000001,877.15,-4.51852800000006,-0.9037056000000121,-1
2025-08-12,853.0,-1,875.21185792,853.0,-27.76482240000007,-5.552964480000014,-1
2025-08-13,860.0,-1,870.769486336,853.0,-22.211857920000057,-4.4423715840000115,-1
2025-08-14,861.45,-1,868.6155890688,860.0,-10.769486336,-2.1538972672,-1
2025-08-18,905.2,-1,867.18247125504,861.45,-7.165589068799932,-1.4331178137599865,1
2025-08-19,902.3,1,874.205977004032,902.3,35.11752874495994,7.0235057489919885,1
2025-08-20,887.8,1,879.8247816032256,902.3,28.094022995967975,5.618804599193595,1
2025-08-21,895.6,1,884.3198252825805,902.3,22.47521839677438,4.495043679354876,1
2025-08-22,894.5,1,887.9158602260644,902.3,17.98017471741946,3.596034943483892,1
2025-08-25,900.8,1,890.7926881808515,902.3,14.384139773935544,2.876827954787109,1
2025-08-26,876.25,1,893.0941505446813,902.3,11.507311819148413,2.3014623638296827,-1
2025-08-28,876.85,-1,889.7253204357451,876.25,-16.84415054468127,-3.3688301089362542,-1
2025-08-29,877.85,-1,887.150256348596,876.85,-12.875320435745039,-2.575064087149008,-1
2025-08-28,876.85,-1,885.0902050788768,876.85,-10.300256348596008,-2.0600512697192017,-1
2025-08-29,877.85,-1,883.4421640631015,876.85,-8.240205078876784,-1.6480410157753569,-1
2025-09-10,967.95,-1,882.3237312504812,877.85,-5.59216406310145,-1.11843281262029,1
2025-11-17,1026.8,1,911.2189850003849,1026.8,144.4762687495188,28.89525374990376,1
2025-11-17,1026.8,1,934.3351880003079,1026.8,115.58101499961504,23.116202999923008,1
2025-11-18,1013.6,1,952.8281504002463,1026.8,92.46481199969207,18.492962399938417,1
2025-11-19,1005.6,1,967.622520320197,1026.8,73.97184959975368,14.794369919950737,1
2025-11-20,1028.6,1,979.8180162561576,1028.6,60.977479679802855,12.195495935960572,1
2025-11-24,994.0,1,989.5744130049261,1028.6,48.78198374384226,9.756396748768452,1
2025-11-24,994.0,1,997.3795304039409,1028.6,39.02558699507381,7.805117399014762,-1
2025-11-25,986.2,-1,995.1436243231527,986.2,-11.179530403940817,-2.235906080788163,-1
2025-11-26,1010.7,-1,993.3548994585221,986.2,-8.943624323152676,-1.7887248646305354,1
2025-11-27,1033.8,1,1001.4439195668177,1033.8,40.445100541477814,8.089020108295562,1
2025-11-28,1037.5,1,1008.6551356534542,1037.5,36.056080433182274,7.211216086636455,1
2025-12-01,1021.1,1,1014.4241085227634,1037.5,28.84486434654582,5.768972869309164,1
2025-12-02,1025.5,1,1019.0392868182107,1037.5,23.07589147723661,4.615178295447322,1
2025-12-03,1021.4,1,1022.7314294545686,1037.5,18.460713181789288,3.6921426363578576,-1
2025-12-04,1029.1,-1,1022.4651435636548,1021.4,-1.3314294545685925,-0.2662858909137185,1
2025-12-05,1048.0,1,1027.5721148509238,1048.0,25.534856436345194,5.106971287269039,1
2025-12-08,1026.4,1,1031.657691880739,1048.0,20.427885149076246,4.08557702981525,-1
2025-12-09,1016.7,-1,1028.6661535045912,1016.7,-14.957691880739048,-2.99153837614781,-1
2025-12-10,1010.3,-1,1024.9929228036729,1010.3,-18.36615350459124,-3.673230700918248,-1
2025-12-11,1006.4,-1,1021.2743382429383,1006.4,-18.592922803672877,-3.7185845607345756,-1
2025-12-12,1017.3,-1,1018.2994705943506,1006.4,-14.874338242938279,-2.974867648587656,-1
2025-12-15,1012.7,-1,1017.1795764754805,1012.7,-5.599470594350578,-1.1198941188701157,-1
2025-12-16,998.4,-1,1013.4236611803844,998.4,-18.779576475480553,-3.755915295096111,-1
2025-12-17,999.6,-1,1010.4189289443076,998.4,-15.023661180384465,-3.0047322360768933,-1
2025-12-18,1000.3,-1,1008.255143155446,999.6,-10.818928944307572,-2.1637857888615146,-1
2025-12-19,1008.3,-1,1006.6641145243568,1000.3,-7.9551431554460805,-1.591028631089216,1
2025-12-22,1007.8,1,1006.8912916194854,1007.8,1.1358854756431356,0.22717709512862713,1
2025-12-23,1011.4,1,1007.7930332955883,1011.4,4.508708380514577,0.9017416761029153,1
2025-12-24,1011.7,1,1008.5744266364707,1011.7,3.9069667044117296,0.7813933408823459,1
2025-12-26,1000.0,1,1009.1995413091765,1011.7,3.1255733635293836,0.6251146727058767,-1
2025-12-29,998.0,-1,1006.9596330473412,998.0,-11.199541309176539,-2.239908261835308,-1
2025-12-30,989.3,-1,1003.427706437873,989.3,-17.65963304734123,-3.5319266094682464,-1
2025-12-31,986.8,-1,1000.1021651502983,986.8,-16.62770643787303,-3.325541287574606,-1
2026-01-01,973.1,-1,994.7017321202387,973.1,-27.00216515029831,-5.400433030059663,-1
2026-01-01,973.1,-1,990.3813856961909,973.1,-21.601732120238694,-4.320346424047739,-1
2026-01-01,973.1,-1,986.9251085569528,973.1,-17.28138569619091,-3.456277139238182,-1
2026-01-01,973.1,-1,984.1600868455622,973.1,-13.825108556952728,-2.7650217113905455,-1
2026-01-01,973.1,-1,981.9480694764497,973.1,-11.060086845562182,-2.2120173691124365,-1
2026-01-01,973.1,-1,980.1784555811598,973.1,-8.848069476449723,-1.7696138952899447,-1
2026-01-01,973.1,-1,978.7627644649278,973.1,-7.078455581159801,-1.4156911162319603,-1
2026-01-05,978.75,-1,977.6302115719423,973.1,-5.662764464927818,-1.1325528929855637,1
2026-01-06,977.35,1,977.5741692575538,977.35,-0.2802115719422318,-0.05604231438844636,-1
2026-01-07,968.8,-1,975.819335406043,968.8,-8.774169257553808,-1.7548338515107618,-1
2026-01-08,971.95,-1,974.4154683248344,968.8,-7.019335406043069,-1.403867081208614,-1
2026-01-09,959.6,-1,971.4523746598675,959.6,-14.815468324834342,-2.9630936649668684,-1
2026-01-12,951.9,-1,967.541899727894,951.9,-19.552374659867496,-3.9104749319734995,-1
2026-01-13,949.0,-1,963.8335197823152,949.0,-18.54189972789402,-3.708379945578804,-1
2026-01-14,945.95,-1,960.2568158258522,945.95,-17.883519782315147,-3.57670395646303,-1
