SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
BHAGCHEM, EQ, 15-Dec-2021,1009.25,1025,1060.95,975,1010,1012.45,1012.59,18729,189.65,1491,9903,52.88
BHAGERIA, EQ, 15-Dec-2021,260.15,261.5,261.5,256.05,258.5,257.65,258.31,20699,53.47,679,13426,64.86
BHAGYANGR, EQ, 15-Dec-2021,46,46.75,46.75,45.55,46,46.1,46.11,17356,8,236,9982,57.51
BHAGYAPROP, EQ, 15-Dec-2021,34.1,34,34.4,32.5,33.45,33.2,33.59,369205,124,4963,12064,3.27
BHANDARI, EQ, 15-Dec-2021,7,7.35,7.35,7.35,7.35,7.35,7.35,49919,3.67,110,49919,100
BHARATFORG, EQ, 15-Dec-2021,735.9,736.05,741.05,724.3,725.25,728.6,731.93,455424,3333.38,22188,190327,41.79
BHARATGEAR, EQ, 15-Dec-2021,160.85,160.15,161.9,154.85,156.95,156.4,157.59,43401,68.4,1349,29198,67.27
BHARATRAS, EQ, 15-Dec-2021,10279.45,10357.3,10375,10123,10240,10265.05,10251.12,1207,123.73,570,511,42.34
BHARATWIRE, EQ, 15-Dec-2021,55.5,56.5,57.05,54.4,54.75,54.85,55.75,14269,7.95,277,6346,44.47
BHARTIARTL, EQ, 15-Dec-2021,691.6,691.75,694.9,684.1,686,685.45,688.8,7674319,52860.93,97557,4491442,58.53
BHEL, EQ, 15-Dec-2021,64.8,64.75,66,64,64.4,64.5,64.94,36670268,23814.32,66145,4673785,12.75
BIGBLOC, EQ, 15-Dec-2021,53.1,54.9,54.9,51.55,52.05,53.1,53.35,341856,182.37,2319,186480,54.55
BIL, EQ, 15-Dec-2021,278.95,286,327,280.3,311.25,314.75,313.78,738990,2318.81,23699,96069,13
BINDALAGRO, EQ, 15-Dec-2021,24.6,24.8,25.8,24,24.55,24.9,24.85,691887,171.94,4043,347022,50.16
BIOCON, EQ, 15-Dec-2021,378.15,379.3,381.15,373.5,374.65,375.4,376.23,1909185,7183,40694,389028,20.38
BIOFILCHEM, EQ, 15-Dec-2021,61.95,62.5,62.6,60.9,61.05,61.4,61.53,14596,8.98,382,9407,64.45
BIRET, RR, 15-Dec-2021,296.58,294.2,297,294.2,296.4,296.7,296.54,12385,36.73,299,10017,80.88
BIRLACABLE, EQ, 15-Dec-2021,87.1,87.85,90.15,85.2,88,87.45,88.76,61068,54.2,1410,35374,57.93
BIRLACORPN, EQ, 15-Dec-2021,1490.7,1480,1505.1,1442.1,1445,1458.45,1487.74,79472,1182.34,12472,31024,39.04
BIRLAMONEY, EQ, 15-Dec-2021,63.25,62.55,65.8,62.55,64.3,64,64.92,196512,127.58,2544,96554,49.13
BIRLATYRE, EQ, 15-Dec-2021,24.3,24.65,27.15,24.25,25.95,25.95,26.25,1937011,508.38,7538,916946,47.34
BKMINDST, BZ, 15-Dec-2021,1.7,1.75,1.75,1.75,1.75,1.75,1.75,5475,0.1,24, -, -
BLBLIMITED, EQ, 15-Dec-2021,14.2,14.9,14.9,13.6,13.8,13.95,14.11,98358,13.88,485,59510,60.5
BLISSGVS, EQ, 15-Dec-2021,101.9,102.25,102.5,100.3,100.7,100.95,101.56,107149,108.82,1830,68612,64.03
BLKASHYAP, EQ, 15-Dec-2021,30.25,30.9,31,29.15,29.3,29.5,29.87,319621,95.46,1786,226060,70.73
BLS, BE, 15-Dec-2021,211.55,211.55,213.55,207.1,209,208.65,209.63,58021,121.63,741, -, -
BLUEDART, EQ, 15-Dec-2021,6426.6,6446,6472.45,6305,6311.85,6313.35,6378.18,26359,1681.22,4410,20073,76.15
BLUESTARCO, EQ, 15-Dec-2021,1013.45,1017,1017,979,994,995.85,991.09,84161,834.11,12145,44760,53.18
BODALCHEM, EQ, 15-Dec-2021,113.95,113,116.9,113,114.9,114.4,115.34,158019,182.26,3350,63759,40.35
BOHRA, SM, 15-Dec-2021,5.05,5.3,5.3,5.3,5.3,5.3,5.3,22000,1.17,2,22000,100
BOMDYEING, EQ, 15-Dec-2021,106,106,110.15,104.4,105.3,105.65,107.77,14014282,15103.63,78794,3084481,22.01
BOROLTD, EQ, 15-Dec-2021,323.95,323,378.4,322.95,368.9,366.75,353.15,3720962,13140.68,90907,524580,14.1
BORORENEW, EQ, 15-Dec-2021,655.5,672,688.25,668.65,688.25,688.25,684.95,585623,4011.2,9719,316496,54.04
BOSCHLTD, EQ, 15-Dec-2021,16871.8,16850,16979,16620.95,16635.8,16689.15,16749.03,38083,6378.53,8312,13946,36.62
BPCL, EQ, 15-Dec-2021,391.65,391,392.4,383.1,385.2,384.3,387.11,5557592,21514.03,91075,3355318,60.37
BPL, BE, 15-Dec-2021,70,70,73.45,70,72.45,72.05,71.65,96250,68.97,889, -, -
BRFL, BZ, 15-Dec-2021,7.2,7.5,7.5,7,7.25,7.2,7.24,340021,24.61,606, -, -
BRIGADE, EQ, 15-Dec-2021,482.5,484.45,486.85,468.1,469.85,471.85,475.66,125942,599.05,6481,25459,20.21
BRIGHT, SM, 15-Dec-2021,4.95,5.1,5.1,4.95,4.95,4.95,4.99,408000,20.37,95,372000,91.18
BRITANNIA, EQ, 15-Dec-2021,3579.65,3571,3579.6,3521.5,3537.05,3541.6,3540.74,152079,5384.72,17018,71342,46.91
BRITANNIA, N2, 15-Dec-2021,31.11,31,31.4,30.93,31.13,31.11,31.21,3216,1,30,3053,94.93
BRITANNIA, N3, 15-Dec-2021,29.55,29.55,29.8,29.36,29.51,29.51,29.44,2293,0.68,87,2203,96.08
BRNL, EQ, 15-Dec-2021,29.3,29.9,31.15,29.2,30.4,29.8,30.23,99326,30.02,867,54326,54.69
BROOKS, EQ, 15-Dec-2021,113.45,118.85,118.85,114.1,114.3,114.55,115.28,7889,9.09,296,3981,50.46
BSE, EQ, 15-Dec-2021,2291.3,2318.6,2373.7,2186.1,2238.5,2222.75,2309.08,5493201,126842.27,270762,693635,12.63
BSHSL, EQ, 15-Dec-2021,314,310.2,320,293.25,300,303.55,310.34,1606,4.98,79,1276,79.45
BSL, EQ, 15-Dec-2021,117.4,124.85,129.1,120,129.1,129.1,127.47,130477,166.32,1317,68507,52.51
BSLGOLDETF, EQ, 15-Dec-2021,43.68,43.98,43.98,43.42,43.79,43.63,43.65,11387,4.97,178,5791,50.86
BSLNIFTY, EQ, 15-Dec-2021,19.26,19.49,19.49,18.91,19.22,19.15,19.18,13069,2.51,337,12197,93.33
BSLSENETFG, EQ, 15-Dec-2021,55.55,55.75,55.75,55,55.44,55.47,55.41,791,0.44,80,700,88.5
BSOFT, EQ, 15-Dec-2021,505.65,507,509,500,501,501.35,502.96,2003829,10078.42,51737,709752,35.42
BURGERKING, EQ, 15-Dec-2021,156,156.75,160.9,154.55,155.1,155.4,157.29,2566086,4036.08,37455,593594,23.13
BURNPUR, EQ, 15-Dec-2021,3.05,3.2,3.2,3.2,3.2,3.2,3.2,27123,0.87,33,27123,100
BUTTERFLY, BE, 15-Dec-2021,905.7,950.95,950.95,950.95,950.95,950.95,950.95,18429,175.25,172, -, -
BVCL, BE, 15-Dec-2021,20.1,20.1,20.95,20,20.65,20.65,20.66,13128,2.71,61, -, -
BYKE, EQ, 15-Dec-2021,34.6,34.25,36.9,34.05,34.75,34.95,35.1,66747,23.43,729,45040,67.48
CADILAHC, EQ, 15-Dec-2021,467.6,467.45,469.9,464.5,464.7,465.5,467.27,1048175,4897.82,21498,328718,31.36
CALSOFT, BE, 15-Dec-2021,41.45,43.5,43.5,43.5,43.5,43.5,43.5,77777,33.83,128, -, -
CAMLINFINE, EQ, 15-Dec-2021,146.95,147.8,147.95,141,143.1,143.6,144.19,287076,413.94,6362,151357,52.72
CAMS, EQ, 15-Dec-2021,2767.7,2789.7,2799,2750,2782,2783.5,2779.26,218668,6077.35,24543,124650,57
CANBK, EQ, 15-Dec-2021,215.6,215.7,217.4,210.7,211.15,211.25,213.99,5799757,12410.81,38368,1410917,24.33
CANDC, BZ, 15-Dec-2021,4.5,4.7,4.7,4.7,4.7,4.7,4.7,4667,0.22,8, -, -
CANFINHOME, EQ, 15-Dec-2021,598.5,600,602.55,592.8,600,599.95,597.96,413080,2470.04,12540,148761,36.01
CANTABIL, BE, 15-Dec-2021,696.05,690.3,724.95,690.3,703.5,705.15,702.59,20728,145.63,233, -, -
CAPACITE, EQ, 15-Dec-2021,179,179,193.75,178.3,191.35,190.05,188.49,798636,1505.36,16987,457855,57.33
CAPLIPOINT, EQ, 15-Dec-2021,802.45,803,803,758.3,773.95,771.2,780.02,79491,620.05,5768,33220,41.79
CAPTRUST, EQ, 15-Dec-2021,131.15,135,135,125,125,125.7,129.03,46290,59.73,1392,29483,63.69
CARBORUNIV, EQ, 15-Dec-2021,895.8,896,948.8,889,932,932.9,928.48,354396,3290.48,22694,161903,45.68
CAREERP, EQ, 15-Dec-2021,132.6,132,135.05,132,134,134,133.79,92932,124.33,639,85889,92.42
CARERATING, EQ, 15-Dec-2021,628.95,624,630,615.05,618.05,616.2,619.03,66376,410.89,6047,45620,68.73
CARTRADE, EQ, 15-Dec-2021,914.85,916,925,905,907.25,909.5,914.06,126692,1158.05,10223,42071,33.21
CASTROLIND, EQ, 15-Dec-2021,124.65,125,125.9,124.65,125.25,125.2,125.32,461179,577.96,6895,255847,55.48
CCCL, BE, 15-Dec-2021,0.8,0.85,0.85,0.85,0.85,0.85,0.85,56758,0.48,19, -, -
CCHHL, EQ, 15-Dec-2021,8.65,8.8,9.1,8.45,8.85,8.8,8.86,198956,17.63,533,114930,57.77
CCL, EQ, 15-Dec-2021,401,402.8,415.5,399.4,412,412.7,410.23,436305,1789.86,14500,139688,32.02
CDSL, EQ, 15-Dec-2021,1666.6,1684.5,1734.4,1621.2,1639.4,1638.85,1694.85,3252001,55116.47,166271,990770,30.47
CEATLTD, EQ, 15-Dec-2021,1150.1,1154,1158.55,1135.05,1150,1145.65,1145.59,45218,518.02,5050,16183,35.79
CEBBCO, EQ, 15-Dec-2021,42.35,42.75,44.45,41.6,44.45,44.15,43.49,466775,203.01,1839,348743,74.71
CELEBRITY, EQ, 15-Dec-2021,16.25,16.8,17.05,16.4,17,16.9,16.92,292691,49.51,1081,248558,84.92
CENTENKA, EQ, 15-Dec-2021,404.1,406.4,413,403.3,407.8,405.6,408.21,29801,121.65,1614,15306,51.36
CENTEXT, EQ, 15-Dec-2021,12.95,13,13.05,12.35,12.45,12.5,12.6,643874,81.13,1959,402541,62.52
CENTRALBK, EQ, 15-Dec-2021,22.35,22.45,22.6,22,22.2,22.2,22.39,2783528,623.09,5416,1017639,36.56
CENTRUM, EQ, 15-Dec-2021,34.25,34.4,34.7,33.9,34,34.15,34.32,475084,163.03,2517,261437,55.03
CENTUM, EQ, 15-Dec-2021,601.4,609.7,614,585,592,589.55,597.22,13995,83.58,956,7342,52.46
CENTURYPLY, EQ, 15-Dec-2021,620.55,623.45,642,611.45,614,622,627.52,267826,1680.65,16444,135202,50.48
CENTURYTEX, EQ, 15-Dec-2021,843.15,842,882,834.45,864,863.85,865.68,685001,5929.89,19485,217215,31.71
CERA, EQ, 15-Dec-2021,4889.8,4914.25,4924.95,4820.5,4849,4837.8,4859.89,3230,156.97,1135,1903,58.92
CEREBRAINT, EQ, 15-Dec-2021,79.55,79.65,80.4,77,78.45,78.25,78.22,233726,182.81,2817,138823,59.4
CESC, EQ, 15-Dec-2021,90.45,90.5,90.7,88.6,88.9,88.8,89.65,1970695,1766.68,15441,835169,42.38
CGCL, EQ, 15-Dec-2021,517.4,520,527,510.6,518.7,516.2,519.01,25861,134.22,2359,3954,15.29
CGPOWER, BE, 15-Dec-2021,182,187.5,191.1,182,185.3,184.9,187.76,2256643,4237.18,12988, -, -
CHALET, EQ, 15-Dec-2021,234.8,247,247,235,236,236.3,238.97,286826,685.43,8589,44245,15.43
CHAMBLFERT, EQ, 15-Dec-2021,399.95,401.8,416.55,400.5,410,410.55,411.75,3769709,15521.88,58633,515468,13.67
CHEMBOND, EQ, 15-Dec-2021,222.3,222,224,216.8,217,218.2,220.26,18012,39.67,973,9166,50.89
CHEMCON, EQ, 15-Dec-2021,370.6,371.6,373,364,368,366.9,367.32,68760,252.57,6818,24894,36.2
CHEMFAB, EQ, 15-Dec-2021,153.7,157,157,151.1,152.5,153.2,152.93,6153,9.41,184,4234,68.81
CHEMPLASTS, EQ, 15-Dec-2021,569.15,572,572.75,554,558,561.65,562.05,342749,1926.43,8255,228952,66.8
CHENNPETRO, EQ, 15-Dec-2021,106.1,106.6,107.25,104.5,105,104.85,106.02,229920,243.76,3232,124266,54.05
CHOLAFIN, EQ, 15-Dec-2021,554.95,546,559,538,544.95,541.85,543.23,2809173,15260.29,45196,1210135,43.08
CHOLAHLDNG, EQ, 15-Dec-2021,690.4,695,703.35,672.65,674.1,679.95,687.21,71976,494.62,2018,62026,86.18
CIGNITITEC, EQ, 15-Dec-2021,586.5,588.25,595,583.5,594,587.55,589.68,21680,127.84,1443,10595,48.87
CINELINE, EQ, 15-Dec-2021,90.65,90.65,93,87.45,92.55,92.3,89.35,44270,39.55,308,29973,67.7
CINEVISTA, BE, 15-Dec-2021,18.65,18.75,19.55,18.4,19.5,19.35,19.23,58348,11.22,176, -, -
CIPLA, EQ, 15-Dec-2021,895.6,896.2,901.85,891.7,895,895.7,897.23,1192775,10701.93,37273,387474,32.49
CLEAN, EQ, 15-Dec-2021,2448.3,2456.9,2456.9,2390.05,2411,2404.3,2419.45,307159,7431.55,34137,102258,33.29
CLEDUCATE, BE, 15-Dec-2021,112.2,114.45,114.45,110.05,111,111.3,112,8331,9.33,174, -, -
CLNINDIA, EQ, 15-Dec-2021,493.15,495,497,491.85,495,493.7,493.88,11444,56.52,1236,5821,50.87
CLSEL, EQ, 15-Dec-2021,103.75,104.35,105.8,100.25,100.65,101.25,103.98,86079,89.51,2193,37048,43.04
CMICABLES, EQ, 15-Dec-2021,38.25,38.1,38.9,37.45,38.2,38.3,38.18,17531,6.69,660,10770,61.43
CMMIPL, SM, 15-Dec-2021,12.5,12.15,13.1,12.15,13.1,13.1,12.91,15000,1.94,5,12000,80
COALINDIA, EQ, 15-Dec-2021,148.9,149.15,150.6,147.95,148.05,148.1,148.91,5410912,8057.37,47136,1735037,32.07
COASTCORP, EQ, 15-Dec-2021,282,282.5,284.45,278.55,278.55,280,280.04,4595,12.87,124,3623,78.85
COCHINSHIP, EQ, 15-Dec-2021,346.95,348.2,348.3,345.15,345.9,345.7,346.59,54160,187.71,2048,30959,57.16
COFFEEDAY, EQ, 15-Dec-2021,47,47.8,49.6,46.75,46.95,47.25,48.24,3909521,1885.84,24658,1765523,45.16
COFORGE, EQ, 15-Dec-2021,5439.45,5443,5474,5300,5306.05,5312.8,5349.75,218216,11674.02,21564,73983,33.9
COLPAL, EQ, 15-Dec-2021,1458.95,1470,1470.95,1443.05,1449.9,1449,1451.5,547677,7949.5,23402,343430,62.71
COMPINFO, EQ, 15-Dec-2021,31.45,31.55,36.75,31,33.55,33.4,34.49,8371155,2887.42,24577,2550455,30.47
COMPUSOFT, EQ, 15-Dec-2021,18.2,18.5,18.5,17.6,17.85,17.8,18.08,218881,39.58,1255,146867,67.1
CONCOR, EQ, 15-Dec-2021,641.65,645.25,647.45,635.85,639.6,639.55,640.91,545713,3497.51,19311,214131,39.24
CONFIPET, EQ, 15-Dec-2021,82.65,83.25,83.25,80,80.6,80.35,81.17,863708,701.03,7820,419421,48.56
CONSOFINVT, EQ, 15-Dec-2021,157.95,163.9,167.95,155.2,161,160.85,162.33,47225,76.66,599,25860,54.76
CONTI, SM, 15-Dec-2021,8.2,8.6,8.6,8.6,8.6,8.6,8.6,6666,0.57,2,6666,100
CONTROLPR, EQ, 15-Dec-2021,351.25,358,358,345.15,351.9,349.8,348.46,7409,25.82,891,3923,52.95
CORALFINAC, EQ, 15-Dec-2021,40.45,40.3,41.5,39.7,40,40.65,40.72,21256,8.65,303,13995,65.84
CORDSCABLE, EQ, 15-Dec-2021,54.95,55,61.6,55,57.4,57.7,58.78,321375,188.9,3618,137709,42.85
COROMANDEL, EQ, 15-Dec-2021,748.05,752.2,754.8,740.95,743.5,745.6,747.61,493062,3686.16,13688,71338,14.47
COSMOFILMS, EQ, 15-Dec-2021,1431.75,1434,1444.05,1408,1420,1421.05,1430.64,29769,425.89,3496,12369,41.55
COUNCODOS, EQ, 15-Dec-2021,4.15,4.2,4.2,4,4.05,4.05,4.08,413219,16.85,551,201751,48.82
COX&KINGS, BZ, 15-Dec-2021,1.7,1.75,1.75,1.65,1.7,1.75,1.73,1337671,23.13,551, -, -
CPSEETF, EQ, 15-Dec-2021,30.11,30.24,30.34,29.9,29.92,29.92,30.13,567766,171.04,58496,442759,77.98
CRAFTSMAN, EQ, 15-Dec-2021,2225.6,2222,2307.45,2215,2225,2222.75,2248.56,14722,331.03,2896,8382,56.94
CREATIVE, BE, 15-Dec-2021,411.2,431.75,431.75,400.05,412,410.4,419.19,32241,135.15,218, -, -
CREDITACC, EQ, 15-Dec-2021,660.95,656.7,670,630,651.25,650.65,653.38,638593,4172.46,28712,136317,21.35
CREST, EQ, 15-Dec-2021,162.9,164.8,166.8,157.05,158,159.1,162.2,13938,22.61,521,8651,62.07
CRISIL, EQ, 15-Dec-2021,3025.25,3042,3089,3020,3026,3025.75,3055.92,48082,1469.35,7026,24918,51.82
CROMPTON, EQ, 15-Dec-2021,415.85,417.7,432.9,412.1,429.45,430.85,424.59,1799117,7638.92,43857,993726,55.23
CSBBANK, EQ, 15-Dec-2021,270.8,269.05,270.8,258.1,261,261.25,264.01,95025,250.88,2504,54625,57.48
CTE, EQ, 15-Dec-2021,74.2,74.75,77,72.1,74,73.25,74.04,152771,113.12,3421,72623,47.54
CUB, EQ, 15-Dec-2021,147.6,147.6,148.85,145.6,146,145.9,146.77,748609,1098.75,6064,410139,54.79
CUBEXTUB, EQ, 15-Dec-2021,27.05,29.45,29.5,26.15,28.95,28.8,28.45,62781,17.86,649,43653,69.53
CUMMINSIND, EQ, 15-Dec-2021,963.8,968.9,972.85,935,937.2,937.5,946.29,360472,3411.11,18079,118979,33.01
CUPID, EQ, 15-Dec-2021,217.5,218.85,239.7,217.5,222,222.9,229.15,242001,554.54,6369,92870,38.38
CYBERMEDIA, EQ, 15-Dec-2021,10.15,10.4,10.4,9.75,10.1,10.15,10.11,14647,1.48,195,11504,78.54
CYBERTECH, EQ, 15-Dec-2021,167.35,168.85,177.2,168,169.8,169.35,172.78,240825,416.09,5886,98001,40.69
CYIENT, EQ, 15-Dec-2021,993.25,994,1004.6,981.5,988.25,986.2,991.2,167238,1657.67,16907,76808,45.93
DAAWAT, EQ, 15-Dec-2021,80.85,81.65,85.25,78.6,79.75,80.1,82.59,16074324,13276.54,82207,4351348,27.07
DABUR, EQ, 15-Dec-2021,579.4,577.55,578.05,571.8,573.45,573.3,573.51,929113,5328.56,29315,483046,51.99
DALBHARAT, EQ, 15-Dec-2021,1916.9,1904.8,1955.5,1904.8,1932.85,1931.7,1937.84,258674,5012.69,13960,133015,51.42
DALMIASUG, EQ, 15-Dec-2021,391.25,391.9,394.2,384.2,390.5,389.75,389.71,55484,216.23,2548,30080,54.21
DAMODARIND, EQ, 15-Dec-2021,45.8,45,50.35,45,50.35,50.35,49.97,199256,99.57,1242,113485,56.95
DANGEE, EQ, 15-Dec-2021,201.55,202,203.9,199.5,203.9,203.25,201.14,2278,4.58,167,680,29.85
DATAMATICS, EQ, 15-Dec-2021,305.45,308,314.4,302,304.5,303.4,308.63,251986,777.72,8668,62367,24.75
DAXXXGR, MF, 15-Dec-2021,13.35,13.35,13.35,12.03,12.03,12.03,12.47,3,0,2,3,100
DBCORP, EQ, 15-Dec-2021,95.05,95.9,98.8,94.4,95.05,95.3,96.8,185741,179.8,2560,63956,34.43
DBL, EQ, 15-Dec-2021,536.65,538.95,541.8,526.5,527.95,530.8,533.59,108181,577.25,4356,46000,42.52
DBREALTY, BE, 15-Dec-2021,43.35,45.5,45.5,41.2,41.2,41.2,41.95,350639,147.09,1190, -, -
DBSTOCKBRO, EQ, 15-Dec-2021,17.6,18.15,18.6,17.05,18.6,18.1,17.81,16842,3,188,8480,50.35
DCAL, EQ, 15-Dec-2021,228.2,229.05,232.8,222,222.6,223.2,227.04,381214,865.5,5988,149387,39.19
DCBBANK, EQ, 15-Dec-2021,85.75,86.65,86.65,84.4,84.8,84.55,85.02,701561,596.43,6384,442559,63.08
DCM, BE, 15-Dec-2021,137.6,140.9,140.9,133,138.45,137.1,136.49,23280,31.77,205, -, -
DCMFINSERV, BE, 15-Dec-2021,3.5,3.5,3.65,3.35,3.65,3.65,3.53,9323,0.33,28, -, -
DCMNVL, EQ, 15-Dec-2021,282.65,284.75,294.8,281.35,286.95,286.95,288.34,59750,172.28,1892,31251,52.3
DCMSHRIRAM, EQ, 15-Dec-2021,982.95,991,1008,969,978.8,978.3,988.84,45984,454.71,4863,22716,49.4
DCW, BE, 15-Dec-2021,42.2,42.2,43.1,41.5,41.8,41.9,42.22,259211,109.43,1254, -, -
DECCANCE, EQ, 15-Dec-2021,582.05,591.5,591.5,580.85,583.8,583.95,584.76,18806,109.97,2386,8396,44.65
DEEPAKFERT, EQ, 15-Dec-2021,368.45,380.5,383.95,371.75,374.95,375.65,378.16,684809,2589.7,11846,406803,59.4
DEEPAKNTR, EQ, 15-Dec-2021,2324.95,2335,2386.75,2328.3,2340,2345.55,2354.8,851812,20058.46,53904,159012,18.67
DEEPENR, EQ, 15-Dec-2021,41.7,41.7,42.6,41.7,41.75,42,42.22,13954,5.89,235,7432,53.26
DEEPINDS, EQ, 15-Dec-2021,146.4,147.1,147.5,142,144,143.3,144.69,25805,37.34,933,15092,58.48
DELPHIFX, EQ, 15-Dec-2021,628.15,645,645,593.8,609,604.25,618.59,3745,23.17,281,2074,55.38
DELTACORP, EQ, 15-Dec-2021,294.9,295,296.4,286,287.95,287.35,290.14,3914750,11358.44,36506,1238197,31.63
DELTAMAGNT, EQ, 15-Dec-2021,65.6,65,68,63.9,64,64.8,65.68,5790,3.8,476,1692,29.22
DEN, EQ, 15-Dec-2021,45.7,45.9,47.15,44.75,45.2,45.35,46.27,3360237,1554.9,8526,927790,27.61
DENORA, EQ, 15-Dec-2021,497.5,496,518.8,492.25,495,500.35,506.84,50033,253.59,4280,15111,30.2
DESTINY, SM, 15-Dec-2021,10.7,10.8,10.8,10.05,10.05,10.05,10.24,24000,2.46,4,24000,100
DEVYANI, EQ, 15-Dec-2021,191.1,192.1,193.85,184.1,185.2,185.4,188.16,5920720,11140.41,46944,1473706,24.89
DFMFOODS, EQ, 15-Dec-2021,289.4,288.7,297.8,288.7,292.3,293.35,294.42,77787,229.02,3340,22346,28.73
DGCONTENT, BE, 15-Dec-2021,16.3,16.8,16.8,16.05,16.15,16.15,16.38,27011,4.42,90, -, -
DHAMPURSUG, EQ, 15-Dec-2021,302.4,301.5,307.65,299.45,301.15,302.45,303.6,238277,723.42,7540,78862,33.1
DHANBANK, EQ, 15-Dec-2021,14.75,14.9,14.9,14.6,14.7,14.7,14.75,198200,29.24,725,123242,62.18
DHANI, EQ, 15-Dec-2021,165.65,166.6,169.5,163.65,163.9,164.35,166.43,1322558,2201.15,9194,789231,59.67
DHANILOANS, N3, 15-Dec-2021,1010,1005,1005,1005,1005,1005,1005,100,1.01,1,100,100
DHANILOANS, N6, 15-Dec-2021,999,1011,1011,1011,1011,1011,1011,100,1.01,1,100,100
DHANILOANS, N7, 15-Dec-2021,1042,1045.2,1050,1045,1050,1050,1046.73,300,3.14,4,300,100
DHANILOANS, NC, 15-Dec-2021,988,990,990,990,990,990,990,50,0.5,1,50,100
DHANILOANS, NF, 15-Dec-2021,972,950,987.65,950,987.65,987.65,951.45,52,0.49,2,52,100
DHANILOANS, NG, 15-Dec-2021,1015,1025,1025,1025,1025,1025,1025,12,0.12,1,12,100
DHANUKA, EQ, 15-Dec-2021,746.45,750.2,765,737.3,750.1,753.35,750.76,30902,232,5510,16592,53.69
DHARAMSI, EQ, 15-Dec-2021,314.7,315.5,317.65,312.1,315.05,315.9,315.4,5043,15.91,235,3515,69.7
DHARSUGAR, EQ, 15-Dec-2021,18.2,18.7,18.7,17.65,18.05,17.95,18.21,67914,12.37,397,32337,47.61
DHRUV, EQ, 15-Dec-2021,60.2,57.7,63,57.7,60.3,60.25,60.91,94547,57.59,873,55801,59.02
DHUNINV, EQ, 15-Dec-2021,670.75,671,688,658.1,663,664.6,674.09,3100,20.9,459,1696,54.71
DIAMONDYD, EQ, 15-Dec-2021,821.5,829.8,829.8,820,820.15,820.1,821.38,9320,76.55,831,4671,50.12
DIAPOWER, BZ, 15-Dec-2021,1.5,1.55,1.55,1.55,1.55,1.55,1.55,318940,4.94,75, -, -
DICIND, EQ, 15-Dec-2021,417.2,415.8,419.95,410,410,412.6,415.41,2182,9.06,183,1380,63.24
DIGISPICE, EQ, 15-Dec-2021,39.85,40.85,41.7,39.6,40.45,40.3,40.54,90557,36.71,922,69423,76.66
DIGJAMLMTD, EQ, 15-Dec-2021,130.35,136.85,136.85,136.85,136.85,136.85,136.85,885,1.21,15,885,100
DISHTV, BE, 15-Dec-2021,20.25,20.6,21.25,19.7,20.15,20.05,20.66,9078314,1875.31,9192, -, -
DIVISLAB, EQ, 15-Dec-2021,4654.4,4653.85,4653.85,4535,4583,4588.7,4571.04,1210492,55332.08,66563,762764,63.01
DIXON, EQ, 15-Dec-2021,5529.35,5560,5659.8,5501.1,5562,5584.75,5576.18,329240,18359.02,35667,66927,20.33
DKEGL, SM, 15-Dec-2021,42.1,41,41.75,41,41.75,41.75,41.38,6000,2.48,2,3000,50
DLF, EQ, 15-Dec-2021,417,416.5,418.35,408.65,410.1,411,412.28,3224926,13295.88,37490,501549,15.55
DLINKINDIA, EQ, 15-Dec-2021,148.9,149,153.45,145.7,146.65,146.95,149.47,345860,516.94,7161,111019,32.1
DMART, EQ, 15-Dec-2021,4814.4,4799.9,4814.25,4740,4759,4749.45,4753.41,410084,19492.98,25465,300271,73.22
DNAMEDIA, BE, 15-Dec-2021,2.85,2.75,2.75,2.75,2.75,2.75,2.75,39859,1.1,132, -, -
DODLA, EQ, 15-Dec-2021,572.25,575.8,578.8,567.2,572.95,572.3,572.83,15057,86.25,1228,7780,51.67
DOLAT, EQ, 15-Dec-2021,88.75,90.5,90.5,88.05,88.05,88.5,89.35,100318,89.63,2005,45948,45.8
DOLLAR, EQ, 15-Dec-2021,459.55,469,469,456,456,457.2,464.09,49776,231,1993,28675,57.61
DONEAR, BE, 15-Dec-2021,63,64.4,64.95,63,63.65,63.8,64.24,40893,26.27,384, -, -
DPABHUSHAN, EQ, 15-Dec-2021,302.65,302.65,310,300,309.85,309.15,304.94,4414,13.46,108,3587,81.26
DPSCLTD, EQ, 15-Dec-2021,19.95,20.3,20.3,19,19,19.2,19.64,682124,133.98,2997,451588,66.2
DPWIRES, EQ, 15-Dec-2021,211.3,210.05,213.6,208.85,212.25,209.7,210.09,3019,6.34,129,1905,63.1
DRCSYSTEMS, BE, 15-Dec-2021,235,245,246.75,245,246.75,246.75,245.65,27,0.07,6, -, -
DREDGECORP, EQ, 15-Dec-2021,328.3,328.5,332.8,325.75,327.6,327.2,329.38,45164,148.76,2139,16299,36.09
DRL, SM, 15-Dec-2021,19.9,18.95,18.95,18.95,18.95,18.95,18.95,6000,1.14,1,6000,100
DRREDDY, EQ, 15-Dec-2021,4646.55,4645.1,4646.55,4572.3,4610,4600.3,4596.92,307545,14137.61,17014,188982,61.45
DSML, SM, 15-Dec-2021,107.35,111.95,112.7,111.95,112.7,112.7,112.34,24000,26.96,4,18000,75
